"forum_post_id","anon_screen_name","type","anonymous","anonymous_to_peers","at_position_list","forum_uid","body","course_display_name","created_at","votes","count","down_count","up_count","up","down","comment_thread_id","parent_id","parent_ids","sk","confusion","happiness"
"53c4b1687c640c6f05000019","<anon_screen_name_redacted>","Comment","False","False","[]","704437805CE61515F56B060EC7158929","Thank you sir.it's so good start and I also like it.
i having too much eagerness for next exercises.","Engineering/CS101/Summer2014","2014-07-15 04:43:20","{u'count': 6, u'point': 6, u'down_count': 0, u'up': [u'181539', u'431159', u'426674', u'370607', u'453544', u'446186'], u'down': [], u'up_count': 6}",6,0,6,"['181539', '431159', '426674', '370607', '453544', '446186']","[]","53c3152255ffd70fdd000019","None","[]","53c4b1687c640c6f05000019","",""
"53c4b31e7c640ce5fa000023","<anon_screen_name_redacted>","Comment","False","False","[]","66D1BD6B0A75582E20D8482DE9F7309C","Hey Chris -- thanks for the kind words. We've got the material from the previous version here, and I'm working on adding some new things too.","Engineering/CS101/Summer2014","2014-07-15 04:50:38","{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}",0,0,0,"[]","[]","53c3152255ffd70fdd000019","53c47d2c7c640cdeba000013","[ObjectId('53c47d2c7c640cdeba000013')]","53c47d2c7c640cdeba000013-53c4b31e7c640ce5fa000023","",""
"53c4bf7a7c640c6f05000023","<anon_screen_name_redacted>","Comment","False","False","[]","704437805CE61515F56B060EC7158929","This is really amazing environment to gain knowledge from the videos and exercises.It helps a lot brightening my summer vacation. Thanks for creating these courses!

ps. I am the high school student from Asia.","Engineering/CS101/Summer2014","2014-07-15 05:43:22","{u'count': 8, u'point': 8, u'down_count': 0, u'up': [u'479603', u'460932', u'431159', u'368496', u'453544', u'501993', u'507812', u'446186'], u'down': [], u'up_count': 8}",8,0,8,"['479603', '460932', '431159', '368496', '453544', '501993', '507812', '446186']","[]","53c3152255ffd70fdd000019","None","[]","53c4bf7a7c640c6f05000023","",""
"53c4bfc3128e685c8d00004f","<anon_screen_name_redacted>","Comment","False","False","[]","5F43341D3FDA2BBE001D8DBBB84BB3E5","Thanks for the course, Nick (forgive my for my familiarity). I am sure it will be a great course! I have a question: have you ever presented \"Introduction to programming\"-like course. I have seen your Python lectures on Google Developers. I am newbie and am intended to be a professional in this field!","Engineering/CS101/Summer2014","2014-07-15 05:44:35","{u'count': 7, u'point': 7, u'down_count': 0, u'up': [u'431159', u'368496', u'370607', u'378807', u'515998', u'541395', u'446186'], u'down': [], u'up_count': 7}",7,0,7,"['431159', '368496', '370607', '378807', '515998', '541395', '446186']","[]","53c3152255ffd70fdd000019","None","[]","53c4bfc3128e685c8d00004f","",""
"53c4c08e7c640c6f05000024","<anon_screen_name_redacted>","Comment","False","False","[]","704437805CE61515F56B060EC7158929","I also love the videos and exercises! I think the fundamental knowledge in the courses will be useful before I attend college.","Engineering/CS101/Summer2014","2014-07-15 05:47:58","{u'count': 1, u'point': 1, u'down_count': 0, u'up': [u'479603'], u'down': [], u'up_count': 1}",1,0,1,"['479603']","[]","53c499dc128e68162300004c","None","[]","53c4c08e7c640c6f05000024","",""
"53c4c1b6128e685c8d000050","<anon_screen_name_redacted>","Comment","False","False","[]","704437805CE61515F56B060EC7158929","Nice to meet you. I also anticipate for the next videos and exercises!","Engineering/CS101/Summer2014","2014-07-15 05:52:54","{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}",0,0,0,"[]","[]","53c3152255ffd70fdd000019","53c4b1687c640c6f05000019","[ObjectId('53c4b1687c640c6f05000019')]","53c4b1687c640c6f05000019-53c4c1b6128e685c8d000050","",""
"53c4e8197c640c5737000024","<anon_screen_name_redacted>","Comment","False","False","[]","5CA0BD47154EB68991F10C7F464F3BF3","How I love the way the lessons are discussed.  The videos very useful as it helps me understand the fundamentals.","Engineering/CS101/Summer2014","2014-07-15 08:36:41","{u'count': 1, u'point': 1, u'down_count': 0, u'up': [u'502320'], u'down': [], u'up_count': 1}",1,0,1,"['502320']","[]","53c499dc128e68162300004c","None","[]","53c4e8197c640c5737000024","",""
"53c4e8aa7c640ce5fa000030","<anon_screen_name_redacted>","Comment","False","False","[]","0797C6F0D2C4FAA8EE5A4E62AC838913","Enjoyed the videos,when will the course for week two start,am new to such online course and am enjoying it.","Engineering/CS101/Summer2014","2014-07-15 08:39:06","{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}",0,0,0,"[]","[]","53c499dc128e68162300004c","None","[]","53c4e8aa7c640ce5fa000030","",""
"53c4e8e27c640cdeba000041","<anon_screen_name_redacted>","Comment","False","False","[]","5CA0BD47154EB68991F10C7F464F3BF3","Simply Amazing! I love to watch the videos while learning at the same time.
Thank you!! I'm looking forward for new videos too.","Engineering/CS101/Summer2014","2014-07-15 08:40:02","{u'count': 5, u'point': 5, u'down_count': 0, u'up': [u'431159', u'466942', u'370607', u'378807', u'446186'], u'down': [], u'up_count': 5}",5,0,5,"['431159', '466942', '370607', '378807', '446186']","[]","53c3152255ffd70fdd000019","None","[]","53c4e8e27c640cdeba000041","",""
"53c5122dd02871570a000014","<anon_screen_name_redacted>","CommentThread","False","False","[]","113C5C92A4E80054AF62D2620AAC4FCE","Hi - I've just enrolled and when I try to submit the exercises from Week One I get a Message from Webpage - ! Could not grade your answer. The submission was aborted. I checked to see if the computer I'm using was compatible 0 aparently it it is.  Any suggestions?","Engineering/CS101/Summer2014","2014-07-15 11:36:13","{u'count': 1, u'point': 1, u'down_count': 0, u'up': [u'209609'], u'down': [], u'up_count': 1}",1,0,1,"['209609']","[]","None","None","None","None","",""
"53c518d7d02871570a000015","<anon_screen_name_redacted>","Comment","False","False","[]","704437805CE61515F56B060EC7158929","I had a similar problem but it went fine on my second try. Try resubmitting later :)","Engineering/CS101/Summer2014","2014-07-15 12:04:39","{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}",0,0,0,"[]","[]","53c5122dd02871570a000014","None","[]","53c518d7d02871570a000015","",""
"53c522e4d02871f87e000013","<anon_screen_name_redacted>","CommentThread","False","False","[]","ED5BED1B88997164190F49F69F1B7D74","Is there a way to work ahead in the material or do we have to wait?","Engineering/CS101/Summer2014","2014-07-15 12:47:32","{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}",0,0,0,"[]","[]","None","None","None","None","",""
"53c52326d02871f87e000015","<anon_screen_name_redacted>","Comment","False","False","[]","704437805CE61515F56B060EC7158929","Mr. Parlante thanks for making this Stanford online free course. I'm looking forward to learning something about computer science realizing it is just the tip of the iceberg!","Engineering/CS101/Summer2014","2014-07-15 12:48:38","{u'count': 11, u'point': 11, u'down_count': 0, u'up': [u'431159', u'501330', u'370607', u'501327', u'453544', u'378807', u'515998', u'372952', u'409912', u'446186', u'461907'], u'down': [], u'up_count",11,0,11,"['431159', '501330', '370607', '501327', '453544', '378807', '515998', '372952', '409912', '446186', '461907']","[]","53c3152255ffd70fdd000019","None","[]","53c52326d02871f87e000015","",""
"53c5291bd02871f87e000017","<anon_screen_name_redacted>","CommentThread","False","False","[]","AD0EB4DEEB4DC139D8FDA01000EDAE3E","Hi,
 I'm from India and this is a first time course for me in computers but I'm happy to join and start early and hope to keep pace with the course. I wish the best for everyone and thank in advance the staff and all who want to help each other.","Engineering/CS101/Summer2014","2014-07-15 13:14:03","{u'count': 2, u'point': 2, u'down_count': 0, u'up': [u'484696', u'446186'], u'down': [], u'up_count': 2}",2,0,2,"['484696', '446186']","[]","None","None","None","None","",""
"53c52edfd02871570a000022","<anon_screen_name_redacted>","Comment","False","False","[]","EB356FA404679081399722BC2DD387E7","I suppose we might get some type of an edge given that there is somewhat official proof that you have knowledge or background in this.","Engineering/CS101/Summer2014","2014-07-15 13:38:39","{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}",0,0,0,"[]","[]","53c499dc128e68162300004c","53c49d1d7c640c6f05000015","[ObjectId('53c49d1d7c640c6f05000015')]","53c49d1d7c640c6f05000015-53c52edfd02871570a000022","",""
"53c52f8a7c640c6f0500003d","<anon_screen_name_redacted>","Comment","False","False","[]","EB356FA404679081399722BC2DD387E7","Good to hear that! I actually am new as well.
I am guessing that since the course officially started July 15 here,
they will post week two July 22 (Day here in america).","Engineering/CS101/Summer2014","2014-07-15 13:41:30","{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}",0,0,0,"[]","[]","53c499dc128e68162300004c","53c4e8aa7c640ce5fa000030","[ObjectId('53c4e8aa7c640ce5fa000030')]","53c4e8aa7c640ce5fa000030-53c52f8a7c640c6f0500003d","",""
"53c53006d02871570a000023","<anon_screen_name_redacted>","Comment","False","False","[]","EB356FA404679081399722BC2DD387E7","Well, you have to wait for each new week's material to be posted, but as soon as it is posted, you can work through as much of it as you like.
I actually finished week one before the course officially started...","Engineering/CS101/Summer2014","2014-07-15 13:43:34","{u'count': 2, u'point': 2, u'down_count': 0, u'up': [u'7596', u'497861'], u'down': [], u'up_count': 2}",2,0,2,"['7596', '497861']","[]","53c522e4d02871f87e000013","None","[]","53c53006d02871570a000023","",""
"53c530967c640c6f0500003e","<anon_screen_name_redacted>","Comment","False","False","[]","2476600AD41F91E62CA005D2B83B8E53","Hello, I'm from Kansas, USA. It's so much fun to learn new things with people from all over the world! I wish you the best as well.","Engineering/CS101/Summer2014","2014-07-15 13:45:58","{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}",0,0,0,"[]","[]","53c5291bd02871f87e000017","None","[]","53c530967c640c6f0500003e","",""
"53c530ce7c640c5737000038","<anon_screen_name_redacted>","Comment","False","False","[]","EB356FA404679081399722BC2DD387E7","Same first time for me as well in computers.
All the best to you too.

P.S-I am also an American born Indian (Michigan).","Engineering/CS101/Summer2014","2014-07-15 13:46:54","{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}",0,0,0,"[]","[]","53c5291bd02871f87e000017","None","[]","53c530ce7c640c5737000038","",""
"53c531277c640ce5fa000041","<anon_screen_name_redacted>","Comment","False","False","[]","EB356FA404679081399722BC2DD387E7","I completely agree.
Wish you the best of luck in the course!","Engineering/CS101/Summer2014","2014-07-15 13:48:23","{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}",0,0,0,"[]","[]","53c499dc128e68162300004c","53c4c08e7c640c6f05000024","[ObjectId('53c4c08e7c640c6f05000024')]","53c4c08e7c640c6f05000024-53c531277c640ce5fa000041","",""
"53c53179d02871f87e00001c","<anon_screen_name_redacted>","Comment","False","False","[]","EB356FA404679081399722BC2DD387E7","They certainly are very nicely discussed.
I enjoyed playing with the code boxes to create different things!","Engineering/CS101/Summer2014","2014-07-15 13:49:45","{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}",0,0,0,"[]","[]","53c499dc128e68162300004c","53c4e8197c640c5737000024","[ObjectId('53c4e8197c640c5737000024')]","53c4e8197c640c5737000024-53c53179d02871f87e00001c","",""
"53c5321fd02871f87e00001d","<anon_screen_name_redacted>","Comment","False","False","[]","0797C6F0D2C4FAA8EE5A4E62AC838913","Hey it's also my first time doing an online course. I'm from Wales, it's a pleasure to talk to you all!","Engineering/CS101/Summer2014","2014-07-15 13:52:31","{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}",0,0,0,"[]","[]","53c5291bd02871f87e000017","None","[]","53c5321fd02871f87e00001d","",""
"53c534a47c640c573700003c","<anon_screen_name_redacted>","Comment","False","False","[]","AB0036771EB6ABB05AD23067C26169C0","Hey evryone my name is <nameRedac_<anon_screen_name_redacted>> and looking forward to this course together.
I'm so gratefull for this opportunity. I already have finisch math for students and hopefully this course is a good follow-up.","Engineering/CS101/Summer2014","2014-07-15 14:03:16","{u'count': 5, u'point': 5, u'down_count': 0, u'up': [u'431159', u'442713', u'370607', u'375786', u'446186'], u'down': [], u'up_count': 5}",5,0,5,"['431159', '442713', '370607', '375786', '446186']","[]","53c3152255ffd70fdd000019","None","[]","53c534a47c640c573700003c","",""
"53c53585d02871570a000028","<anon_screen_name_redacted>","Comment","False","False","[]","704437805CE61515F56B060EC7158929","Let me first thanks Mr. Nick, then let me say hello to all of my course-mates here
I'm really so exited about this class.","Engineering/CS101/Summer2014","2014-07-15 14:07:01","{u'count': 8, u'point': 8, u'down_count': 0, u'up': [u'316453', u'503116', u'370607', u'383210', u'453544', u'378807', u'375786', u'446186'], u'down': [], u'up_count': 8}",8,0,8,"['316453', '503116', '370607', '383210', '453544', '378807', '375786', '446186']","[]","53c3152255ffd70fdd000019","None","[]","53c53585d02871570a000028","",""
"53c53658d02871f87e000020","<anon_screen_name_redacted>","Comment","False","False","[]","704437805CE61515F56B060EC7158929","Hi all,
It looks like it is the first time for all of us,
by the way, I'm from Egypt,
I think I'm the only one to get this course from the middle-east ^_^","Engineering/CS101/Summer2014","2014-07-15 14:10:32","{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}",0,0,0,"[]","[]","53c5291bd02871f87e000017","None","[]","53c53658d02871f87e000020","",""
"53c5377dd02871f4f5000024","<anon_screen_name_redacted>","Comment","False","False","[]","704437805CE61515F56B060EC7158929","Hi guys and girls,
I have a suggestion to keep in touch all the time,
What if we make a group chat on WhatsApp or Facebook or whatever !!
let me see your votes :D","Engineering/CS101/Summer2014","2014-07-15 14:15:25","{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}",0,0,0,"[]","[]","53c499dc128e68162300004c","None","[]","53c5377dd02871f4f5000024","",""
"53c53906d02871570a00002b","<anon_screen_name_redacted>","Comment","False","False","[]","704437805CE61515F56B060EC7158929","I had a problem with week 1 exercise 1.. I ran the code, and it showed 1 2 hello. I submitted the work, but only the second part of the exercise was graded. So I get no grade for the 1 2 hello part. There was no X or red line to indicate that my code was incorrect.","Engineering/CS101/Summer2014","2014-07-15 14:21:58","{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}",0,0,0,"[]","[]","53c5122dd02871570a000014","None","[]","53c53906d02871570a00002b","",""
"53c53e207c640cdeba00005b","<anon_screen_name_redacted>","Comment","False","False","[]","EB356FA404679081399722BC2DD387E7","I would love to do that, but unfortunately I don't have one as I am a bit too young.
                  :((((((((((((((((((((((((((((((((((((((((((","Engineering/CS101/Summer2014","2014-07-15 14:43:44","{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}",0,0,0,"[]","[]","53c499dc128e68162300004c","53c5377dd02871f4f5000024","[ObjectId('53c5377dd02871f4f5000024')]","53c5377dd02871f4f5000024-53c53e207c640cdeba00005b","",""
"53c53e557c640ce5fa00004d","<anon_screen_name_redacted>","Comment","False","False","[]","D8B3F47432763543A369E0C9DF5677BC","Hi guys! It's good to see that everyone is excited as I am.
I'm from Mexico and also a first-timer with an online course.
Good luck to everybody!","Engineering/CS101/Summer2014","2014-07-15 14:44:37","{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}",0,0,0,"[]","[]","53c5291bd02871f87e000017","None","[]","53c53e557c640ce5fa00004d","",""
"53c53ea97c640c5737000041","<anon_screen_name_redacted>","Comment","False","False","[]","704437805CE61515F56B060EC7158929","There is a submit button for each question. Maybe you did not see one of the buttons?
I just did the exercise and it is working fine.
You can see if all the exercises you made are graded in the \"progress\" tab.","Engineering/CS101/Summer2014","2014-07-15 14:46:01","{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}",0,0,0,"[]","[]","53c5122dd02871570a000014","53c53906d02871570a00002b","[ObjectId('53c53906d02871570a00002b')]","53c53906d02871570a00002b-53c53ea97c640c5737000041","",""
"53c53fc0d02871f4f500002d","<anon_screen_name_redacted>","Comment","False","False","[]","F7D9D77421DB6FAB0EA74C85FBE7A381","An older version of the course is offered self paced on Coursera. You could always register for that version and \"work ahead\" while you wait for the material to be released here. (You will have to do it over again here to get credit and this version of cs101 is different)

But it may be fun.","Engineering/CS101/Summer2014","2014-07-15 14:50:40","{u'count': 2, u'point': 2, u'down_count': 0, u'up': [u'432004', u'464520'], u'down': [], u'up_count': 2}",2,0,2,"['432004', '464520']","[]","53c522e4d02871f87e000013","None","[]","53c53fc0d02871f4f500002d","",""
"53c5400ad02871f87e00002a","<anon_screen_name_redacted>","Comment","False","False","[]","6488965549F3F264003DDF892D779072","Hi everyone, I am from India and its a pleasure to be able to have the opportunity of sharing knowledge for the benefit of human society. Good luck to all of you","Engineering/CS101/Summer2014","2014-07-15 14:51:54","{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}",0,0,0,"[]","[]","53c5291bd02871f87e000017","None","[]","53c5400ad02871f87e00002a","",""
"53c540d77c640c5737000045","<anon_screen_name_redacted>","Comment","False","False","[]","381B4A7A8C13AB4439B7783EE9D1FDAD","Clear, easy to understand instructions in the videos so far. Only problem for me initially was navigating the course. I'm feeling much more comfortable after scrolling down to documents after looking at the videos. By the way, if anyone out there is >71. give a shoutout!","Engineering/CS101/Summer2014","2014-07-15 14:55:19","{u'count': 5, u'point': 5, u'down_count': 0, u'up': [u'370607', u'378807', u'375786', u'520634', u'446186'], u'down': [], u'up_count': 5}",5,0,5,"['370607', '378807', '375786', '520634', '446186']","[]","53c3152255ffd70fdd000019","None","[]","53c540d77c640c5737000045","",""
"53c540fbd02871f4f5000032","<anon_screen_name_redacted>","CommentThread","False","False","[]","6488965549F3F264003DDF892D779072","Hey there everybody, I just wanted to ask Mr.Parlante whether there are any textbooks which I can use to learn  Javascript as well as Java.I am looking for a beginners level book. Please help out!","Engineering/CS101/Summer2014","2014-07-15 14:55:55","{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}",0,0,0,"[]","[]","None","None","None","None","",""
"53c5417bd02871570a000034","<anon_screen_name_redacted>","Comment","False","False","[]","6488965549F3F264003DDF892D779072","I had the same question as herozero.","Engineering/CS101/Summer2014","2014-07-15 14:58:03","{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}",0,0,0,"[]","[]","53c499dc128e68162300004c","53c49d1d7c640c6f05000015","[ObjectId('53c49d1d7c640c6f05000015')]","53c49d1d7c640c6f05000015-53c5417bd02871570a000034","",""
"53c541957c640c5737000046","<anon_screen_name_redacted>","Comment","False","False","[]","704437805CE61515F56B060EC7158929","hahaha .. its ok, at least we can converse over here","Engineering/CS101/Summer2014","2014-07-15 14:58:29","{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}",0,0,0,"[]","[]","53c499dc128e68162300004c","53c5377dd02871f4f5000024","[ObjectId('53c5377dd02871f4f5000024')]","53c5377dd02871f4f5000024-53c541957c640c5737000046","",""
"53c54365d02871f4f5000037","<anon_screen_name_redacted>","Comment","False","False","[]","6488965549F3F264003DDF892D779072","Hey, even I am doing this for the first time.you can check out at around 6 o clock in the evening on june 22nd for the second week of the course.","Engineering/CS101/Summer2014","2014-07-15 15:06:13","{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}",0,0,0,"[]","[]","53c499dc128e68162300004c","53c4e8aa7c640ce5fa000030","[ObjectId('53c4e8aa7c640ce5fa000030')]","53c4e8aa7c640ce5fa000030-53c54365d02871f4f5000037","",""
"53c54557d02871570a00003a","<anon_screen_name_redacted>","Comment","False","False","[]","704437805CE61515F56B060EC7158929","ok. THanks for that, but I did not see a submit bottom for the first part of the exercise.. Now I see it..","Engineering/CS101/Summer2014","2014-07-15 15:14:31","{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}",0,0,0,"[]","[]","53c5122dd02871570a000014","53c53906d02871570a00002b","[ObjectId('53c53906d02871570a00002b')]","53c53906d02871570a00002b-53c54557d02871570a00003a","",""
"53c545d97c640cdeba000060","<anon_screen_name_redacted>","Comment","False","False","[]","704437805CE61515F56B060EC7158929","Me too! :D","Engineering/CS101/Summer2014","2014-07-15 15:16:41","{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}",0,0,0,"[]","[]","53c3152255ffd70fdd000019","53c4bf7a7c640c6f05000023","[ObjectId('53c4bf7a7c640c6f05000023')]","53c4bf7a7c640c6f05000023-53c545d97c640cdeba000060","",""
"53c54627d028715486000026","<anon_screen_name_redacted>","Comment","False","False","[]","704437805CE61515F56B060EC7158929","https://play.google.com/store/apps/details?id=com.zebra.bookonex","Engineering/CS101/Summer2014","2014-07-15 15:17:59","{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}",0,0,0,"[]","[]","53c522e4d02871f87e000013","None","[]","53c54627d028715486000026","",""
"53c546cf7c640c6f0500004f","<anon_screen_name_redacted>","Comment","False","False","[]","F7D9D77421DB6FAB0EA74C85FBE7A381","I'm having the same problem with the \"Could not grade your answer. The submission was aborted\" error.

I am using an older version of IE at my office (IE9). It passes the browser test, though. If the browser version is the problem, I'll just bring my laptop in to work on the course as it has the latest version fo Chrome on it.","Engineering/CS101/Summer2014","2014-07-15 15:20:47","{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}",0,0,0,"[]","[]","53c5122dd02871570a000014","None","[]","53c546cf7c640c6f0500004f","",""
"53c546ed7c640ce5fa000057","<anon_screen_name_redacted>","Comment","False","False","[]","704437805CE61515F56B060EC7158929","https://play.google.com/store/apps/details?id=com.zebra.bookonex","Engineering/CS101/Summer2014","2014-07-15 15:21:17","{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}",0,0,0,"[]","[]","53c540fbd02871f4f5000032","None","[]","53c546ed7c640ce5fa000057","",""
"53c54dfc7c640ce5fa000059","<anon_screen_name_redacted>","Comment","False","False","[]","40E9F8BFF86082B44ACEECFB0DFD6C0D","Hello everyone! I am Indian, too. This is my second ever online course. Having loved \"How to Learn Math : For Students\" by Stanford (I recommend it.), I decided I need to try this too. Anyway, I am extremely excited. I know next to nothing about computers -- time to live up to that Indian tech-dude stereotype! Hehe.","Engineering/CS101/Summer2014","2014-07-15 15:51:24","{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}",0,0,0,"[]","[]","53c5291bd02871f87e000017","None","[]","53c54dfc7c640ce5fa000059","",""
"53c551e6d02871570a000048","<anon_screen_name_redacted>","CommentThread","False","False","[]","704437805CE61515F56B060EC7158929","I registered for the course below under the impression that it is free without any fee. I request to kindly let me know if I am correct in my impression. If I have to pay any fees I have to back out as I cannot afford to pay any amount


CS101: Computer Science 101 Engineering STANFORD UNIVERSITY
Course Starts - Jul 15, 2014","Engineering/CS101/Summer2014","2014-07-15 16:08:06","{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}",0,0,0,"[]","[]","None","None","None","None","",""
"53c552a97c640cdeba000068","<anon_screen_name_redacted>","Comment","False","False","[]","704437805CE61515F56B060EC7158929","Yes.  It is free.","Engineering/CS101/Summer2014","2014-07-15 16:11:21","{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}",0,0,0,"[]","[]","53c551e6d02871570a000048","None","[]","53c552a97c640cdeba000068","",""
"53c5533e7c640ce5fa00005f","<anon_screen_name_redacted>","Comment","False","False","[]","704437805CE61515F56B060EC7158929","Hi everyone, I'm <nameRedac_<anon_screen_name_redacted>>! I'm in high school and I know practically nothing about computers, but I'm really excited to be starting this class! I haven't watched the videos yet, but I'm going to start doing that right now!","Engineering/CS101/Summer2014","2014-07-15 16:13:50","{u'count': 5, u'point': 5, u'down_count': 0, u'up': [u'431159', u'442713', u'370607', u'378807', u'446186'], u'down': [], u'up_count': 5}",5,0,5,"['431159', '442713', '370607', '378807', '446186']","[]","53c3152255ffd70fdd000019","None","[]","53c5533e7c640ce5fa00005f","",""
